Timestamp,HP 3458A
2026-03-09 19:53:11.515,3.763970212
2026-03-09 19:53:11.642,3.763973423
2026-03-09 19:53:11.771,3.763973779
2026-03-09 19:53:11.893,3.763972709
2026-03-09 19:53:12.022,3.763968428
2026-03-09 19:53:12.145,3.763971639
2026-03-09 19:53:12.273,3.763972888
2026-03-09 19:53:12.401,3.763971996
2026-03-09 19:53:12.530,3.763972531
2026-03-09 19:53:12.660,3.763971996
2026-03-09 19:53:12.781,3.76396932
2026-03-09 19:53:12.908,3.763970569
2026-03-09 19:53:13.035,3.763969855
2026-03-09 19:53:13.162,3.763972531
2026-03-09 19:53:13.290,3.763968785
2026-03-09 19:53:13.417,3.763968428
2026-03-09 19:53:13.542,3.763971461
2026-03-09 19:53:13.670,3.763969499
2026-03-09 19:53:13.797,3.763973958
2026-03-09 19:53:13.926,3.76397039
2026-03-09 19:53:14.054,3.763972174
2026-03-09 19:53:14.186,3.763970926
2026-03-09 19:53:14.309,3.763969142
2026-03-09 19:53:14.437,3.763969142
2026-03-09 19:53:14.565,3.763966288
2026-03-09 19:53:14.691,3.763972174
2026-03-09 19:53:14.816,3.763970747
2026-03-09 19:53:14.941,3.76396932
2026-03-09 19:53:15.067,3.763968428
2026-03-09 19:53:15.193,3.763970034
2026-03-09 19:53:15.321,3.763968785
2026-03-09 19:53:15.448,3.763968607
2026-03-09 19:53:15.573,3.76397039
2026-03-09 19:53:15.700,3.763968428
2026-03-09 19:53:15.828,3.763969855
2026-03-09 19:53:15.956,3.763970569
2026-03-09 19:53:16.082,3.76396932
2026-03-09 19:53:16.209,3.763973779
2026-03-09 19:53:16.334,3.763973244
2026-03-09 19:53:16.463,3.763971639
2026-03-09 19:53:16.588,3.763968607
2026-03-09 19:53:16.714,3.763972888
2026-03-09 19:53:16.840,3.763971461
2026-03-09 19:53:16.965,3.763971461
2026-03-09 19:53:17.092,3.763970747
2026-03-09 19:53:17.218,3.763969677
2026-03-09 19:53:17.346,3.763971639
2026-03-09 19:53:17.474,3.763971461
2026-03-09 19:53:17.602,3.763971817
2026-03-09 19:53:17.730,3.763967358
2026-03-09 19:53:17.858,3.763968963
2026-03-09 19:53:17.985,3.763969855
2026-03-09 19:53:18.113,3.763969855
2026-03-09 19:53:18.241,3.76396825
2026-03-09 19:53:18.369,3.763969499
2026-03-09 19:53:18.494,3.76396932
2026-03-09 19:53:18.620,3.763969499
2026-03-09 19:53:18.749,3.763968072
2026-03-09 19:53:18.877,3.763971817
2026-03-09 19:53:19.002,3.763968785
2026-03-09 19:53:19.131,3.76396932
2026-03-09 19:53:19.258,3.76396718
2026-03-09 19:53:19.387,3.763968428
